model,val_accuracy,val_precision,val_recall,val_specificity,val_f1,val_roc_auc,val_pr_auc,val_balanced_accuracy,val_mcc,val_brier,test_accuracy,test_precision,test_recall,test_specificity,test_f1,test_roc_auc,test_pr_auc,test_balanced_accuracy,test_mcc,test_brier,threshold_used,threshold_objective
XGBoost,0.7309430112228538,0.7663454920853406,0.6561579257513259,0.804153446783963,0.7069841269841269,0.7963517542877121,0.7812958662287197,0.7301556862676445,0.4657614023514242,0.18308280408382416,0.7341495408832531,0.7699845281072718,0.65974370304905,0.8070099524015578,0.7106139933365064,0.8041924306458104,0.788508552812523,0.7333768277253039,0.47222694416760047,0.17945197224617004,0.5300000000000002,balanced_accuracy
